Date,Yield on U.S. 10 Year Government Bond - %,S&P 500,NASDAQ 100,Bloomberg Dollar Index,Gold Price (Oz.) - USD,M2 Money Supply - USD Trillions
2017-03-28,2.4178,2358.57,5407.21,1220.57,1253.5,13.4165
2017-03-29,2.3765,2361.13,5430.27,1219.13,1256.28,13.4165
2017-03-30,2.4197,2368.06,5439.74,1224.24,1255.76,13.4165
2017-03-31,2.3874,2362.72,5436.23,1223.05,1251.7,13.4165
2017-04-03,2.3193,2358.84,5432.2,1223.58,1254.53,13.4056
2017-04-04,2.3605,2360.16,5440.41,1225.7,1254.68,13.4056
2017-04-05,2.3354,2352.95,5418.52,1224.35,1274.86,13.4056
2017-04-06,2.3408,2357.49,5420.88,1226.58,1286.78,13.4056
2017-04-07,2.3822,2355.54,5418.37,1230.31,1287.92,13.4056
2017-04-10,2.3661,2357.16,5421.68,1228.98,1285.69,13.4315
2017-04-11,2.2962,2353.78,5398.4,1225.81,1284.71,13.4315
2017-04-12,2.2392,2344.93,5377.03,1219.96,1289.76,13.4315
2017-04-13,2.2374,2328.95,5353.59,1221.36,1280.21,13.4315
2017-04-14,2.2374,2328.95,5353.59,1221.36,1280.21,13.4315
2017-04-17,2.2498,2349.01,5399.2,1218.69,1281.9,13.4344
2017-04-18,2.1682,2342.19,5391.66,1212.97,1284.44,13.4344
2017-04-19,2.2143,2338.17,5399.64,1218.4,1276.31,13.4344
2017-04-20,2.232,2355.84,5443.53,1218.1,1264.13,13.4344
2017-04-21,2.248,2348.69,5442.05,1218.65,1269.22,13.4344
2017-04-24,2.273,2374.15,5508.03,1212.94,1264.3,13.464
2017-04-25,2.3322,2388.61,5548.19,1214.23,1268.28,13.464
2017-04-26,2.3035,2387.45,5541.09,1217.9,1256.58,13.464
2017-04-27,2.2946,2388.77,5571.28,1218.27,1256.76,13.464
2017-04-28,2.2802,2384.2,5583.53,1216.6,1238.17,13.464
2017-05-01,2.318,2388.33,5629.63,1217.09,1228.16,13.49
2017-05-02,2.2803,2391.17,5644.07,1216.07,1228.01,13.49
2017-05-03,2.318,2388.13,5625.16,1220.51,1226.23,13.49
2017-05-04,2.3541,2389.52,5626.32,1217.99,1221.23,13.49
2017-05-05,2.3487,2399.29,5646.09,1215.66,1219.1,13.49
2017-05-08,2.3868,2399.38,5659.07,1222.19,1225.04,13.4749
2017-05-09,2.3977,2396.92,5678.31,1227.43,1228.43,13.4749
2017-05-10,2.4141,2399.63,5681.68,1225.93,1230.82,13.4749
2017-05-11,2.3874,2394.44,5674.22,1224.41,1237.24,13.4749
2017-05-12,2.3257,2390.9,5686.81,1220.15,1261.36,13.4749
2017-05-15,2.3433,2402.32,5704.48,1217.09,1247.07,13.4933
2017-05-16,2.3257,2400.67,5724.44,1210.04,1255.93,13.4933
2017-05-17,2.2243,2357.03,5580.55,1203.92,1260.63,13.4933
2017-05-18,2.2294,2365.72,5626.31,1207.8,1251.22,13.4933
2017-05-19,2.2346,2381.73,5651.56,1200.25,1258.73,13.4933
2017-05-22,2.2537,2394.02,5699.4,1198.81,1255.67,13.527
2017-05-23,2.2799,2398.42,5703.35,1202.81,1266.76,13.527
2017-05-24,2.2502,2404.39,5730.3,1198.68,1268.1,13.527
2017-05-25,2.2554,2415.07,5778.38,1200.47,1263.09,13.527
2017-05-26,2.2465,2415.82,5788.36,1201.73,1268.92,13.527
2017-05-29,2.2465,2415.82,5788.36,1201.59,1265.96,13.5373
2017-05-30,2.2098,2412.91,5794.63,1201.06,1279.17,13.5373
2017-05-31,2.2028,2411.8,5788.8,1198.69,1279.8,13.5373
2017-06-01,2.2114,2430.06,5816.51,1201.3,1294.39,13.5373
2017-06-02,2.1591,2439.07,5881.46,1196.41,1287.15,13.5373
2017-06-05,2.1817,2436.1,5878.12,1194.29,1278.01,13.5263
2017-06-06,2.1451,2429.33,5856.77,1190.07,1266.76,13.5263
2017-06-07,2.1729,2433.14,5877.59,1191.18,1266.18,13.5263
2017-06-08,2.1885,2433.79,5885.3,1193.42,1266.55,13.5263
2017-06-09,2.2005,2431.77,5741.94,1196.33,1260.86,13.5263
2017-06-12,2.2145,2429.39,5708.18,1194.63,1253.98,13.5295
2017-06-13,2.2109,2440.35,5751.82,1192.22,1253.73,13.5295
2017-06-14,2.1256,2437.92,5727.07,1190.1,1243.84,13.5295
2017-06-15,2.1637,2432.46,5700.89,1196.57,1243.01,13.5295
2017-06-16,2.1514,2433.15,5681.48,1192.6,1246.48,13.5295
2017-06-19,2.1879,2453.46,5772.22,1197.26,1250.51,13.5366
2017-06-20,2.1565,2437.03,5726.31,1201.2,1256.71,13.5366
2017-06-21,2.1634,2435.61,5782.39,1200.23,1244.72,13.5366
2017-06-22,2.1477,2434.5,5779.87,1198.28,1247.17,13.5366
2017-06-23,2.1423,2438.3,5803.11,1195.4,1249.27,13.5366
2017-06-26,2.137,2439.07,5777.59,1196.19,1245.51,13.5693
2017-06-27,2.2051,2419.38,5671.6,1189.19,1241.61,13.5693
2017-06-28,2.2279,2440.69,5753.03,1184.46,1220.2,13.5693
2017-06-29,2.2666,2419.7,5653.02,1182.32,1223.42,13.5693
2017-06-30,2.3037,2423.41,5646.92,1183.8,1227.04,13.5693
2017-07-03,2.3499,2429.01,5596.96,1190.01,1225.22,13.5568
2017-07-04,2.3499,2429.01,5596.96,1189.97,1212.46,13.5568
2017-07-05,2.3232,2432.54,5648.82,1191.37,1214.36,13.5568
2017-07-06,2.3659,2409.75,5597.91,1188.21,1217.72,13.5568
2017-07-07,2.3856,2425.18,5656.47,1188.36,1220.51,13.5568
2017-07-10,2.373,2427.43,5694.15,1187.85,1217.58,13.6006
2017-07-11,2.3605,2425.53,5709.8,1185.74,1228.7,13.6006
2017-07-12,2.3177,2443.25,5778.95,1181.64,1234.11,13.6006
2017-07-13,2.3444,2447.83,5793.36,1180.6,1242.47,13.6006
2017-07-14,2.3319,2459.27,5838.08,1172.54,1241.25,13.6006
2017-07-17,2.3141,2459.14,5839.74,1173.23,1244.49,13.6163
2017-07-18,2.259,2460.61,5880.1,1167.17,1254.98,13.6163
2017-07-19,2.2696,2473.83,5916.16,1167.94,1255.3,13.6163
2017-07-20,2.2589,2473.45,5921.22,1164.51,1250.06,13.6163
2017-07-21,2.2375,2472.54,5921.53,1161.47,1260.53,13.6163
2017-07-24,2.2552,2469.91,5941.37,1161.84,1259.15,13.6333
2017-07-25,2.3354,2477.13,5930.65,1164.32,1269.64,13.6333
2017-07-26,2.2872,2477.83,5950.73,1157.29,1269.44,13.6333
2017-07-27,2.3103,2475.42,5917.03,1162.15,1268.76,13.6333
2017-07-28,2.2889,2472.1,5908.92,1156.85,1266.65,13.6333
2017-07-31,2.2942,2470.3,5880.33,1153.4,1268.6,13.6359
2017-08-01,2.2532,2476.35,5895.17,1155.96,1258.88,13.6359
2017-08-02,2.271,2477.57,5914.23,1155.3,1257.85,13.6359
2017-08-03,2.2212,2472.16,5891.2,1154.4,1260.96,13.6359
2017-08-04,2.262,2476.83,5899.91,1160.71,1277.3,13.6359
2017-08-07,2.253,2480.91,5934.73,1161.49,1286.53,13.6335
2017-08-08,2.2619,2474.92,5926.35,1161.77,1289.31,13.6335
2017-08-09,2.2476,2474.02,5919.39,1161.81,1282.15,13.6335
2017-08-10,2.1975,2438.21,5788.19,1160.66,1271.53,13.6335
2017-08-11,2.1888,2441.32,5831.53,1156.66,1283.11,13.6335
2017-08-14,2.2185,2465.84,5908.17,1160.65,1288.15,13.6427
2017-08-15,2.2728,2464.61,5907.73,1165.09,1284.13,13.6427
2017-08-16,2.222,2468.11,5917.42,1159.9,1291.88,13.6427
2017-08-17,2.1853,2430.01,5796.32,1161.99,1285.08,13.6427
2017-08-18,2.1939,2425.55,5790.91,1157.99,1290.96,13.6427
2017-08-21,2.1817,2428.37,5786.54,1155.05,1286.4,13.6782
2017-08-22,2.2131,2452.51,5873.33,1159.03,1291.35,13.6782
2017-08-23,2.166,2444.04,5851.78,1155.65,1310.13,13.6782
2017-08-24,2.1939,2438.97,5834.44,1157.46,1309.23,13.6782
2017-08-25,2.1659,2443.05,5822.53,1149.92,1308.6,13.6782
2017-08-28,2.1571,2444.24,5838.08,1149.2,1321.43,13.6977
2017-08-29,2.1292,2446.3,5862.14,1151.04,1325.23,13.6977
2017-08-30,2.1309,2457.59,5932.9,1155.55,1333.87,13.6977
2017-08-31,2.117,2471.65,5988.6,1152.94,1339.71,13.6977
2017-09-01,2.1657,2476.55,5987.9,1152.77,1334.22,13.6977
2017-09-04,2.1657,2476.55,5987.9,1151.75,1349.22,13.6897
2017-09-05,2.0596,2457.85,5932.73,1147.89,1346.59,13.6897
2017-09-06,2.1046,2465.54,5951.13,1146.61,1327.54,13.6897
2017-09-07,2.0387,2465.1,5964.31,1138.2,1331.81,13.6897
2017-09-08,2.0507,2461.43,5913.37,1135.93,1322.37,13.6897
2017-09-11,2.1306,2488.11,5980.53,1142.15,1329.74,13.6957
2017-09-12,2.1672,2496.48,5995.64,1143.45,1320.18,13.6957
2017-09-13,2.1883,2498.37,6004.38,1147.97,1307.44,13.6957
2017-09-14,2.1847,2495.62,5968.82,1145.08,1311.15,13.6957
2017-09-15,2.2023,2500.23,5988,1142.27,1301.1,13.6957
2017-09-18,2.2287,2503.87,5981.12,1146.04,1291.2,13.6983
2017-09-19,2.2446,2506.65,5991.08,1144.56,1297.3,13.6983
2017-09-20,2.2676,2508.24,5973.6,1150.25,1310.78,13.6983
2017-09-21,2.2765,2500.6,5934.91,1150.6,1293.98,13.6983
2017-09-22,2.2499,2502.22,5932.32,1148.42,1282.78,13.6983
2017-09-25,2.2198,2496.66,5867.35,1152.99,1287.3,13.7186
2017-09-26,2.2357,2496.84,5881.34,1156.75,1279.75,13.7186
2017-09-27,2.3103,2507.04,5937.79,1163.24,1271.13,13.7186
2017-09-28,2.3085,2510.06,5933.07,1160.7,1271.66,13.7186
2017-09-29,2.3336,2519.36,5979.3,1160.43,1274.85,13.7186
2017-10-02,2.3408,2529.12,5981.92,1165.79,1268.22,13.7422
2017-10-03,2.3229,2534.58,5995.06,1165.39,1276.68,13.7422
2017-10-04,2.3229,2537.74,5998.84,1164.16,1284.05,13.7422
2017-10-05,2.348,2552.07,6057.14,1170.77,1288.03,13.7422
2017-10-06,2.3589,2549.33,6064.57,1170.46,1291.72,13.7422
2017-10-09,2.3589,2544.73,6058.53,1169.69,1293.72,13.7565
2017-10-10,2.3607,2550.64,6063.52,1166.18,1303.82,13.7565
2017-10-11,2.3481,2555.24,6081.25,1162.74,1295.79,13.7565
2017-10-12,2.3177,2550.93,6069.99,1164.05,1285.12,13.7565
2017-10-13,2.273,2553.17,6092.45,1163.55,1281.08,13.7565
2017-10-16,2.3034,2557.64,6114.53,1166.84,1290.13,13.7472
2017-10-17,2.2998,2559.36,6122.61,1167.17,1280.47,13.7472
2017-10-18,2.3465,2561.26,6114.35,1167.45,1282.27,13.7472
2017-10-19,2.3178,2562.1,6092.62,1165.27,1276.58,13.7472
2017-10-20,2.3845,2575.21,6108.82,1172.23,1277.53,13.7472
2017-10-23,2.3664,2564.98,6067.83,1173.31,1266.99,13.7572
2017-10-24,2.4189,2569.13,6080.22,1176.35,1273.35,13.7572
2017-10-25,2.4317,2557.15,6055.04,1174.26,1276.29,13.7572
2017-10-26,2.4609,2560.4,6037.87,1183,1271.45,13.7572
2017-10-27,2.4064,2581.07,6213.47,1183.4,1274.66,13.7572
2017-10-30,2.3684,2572.83,6227.59,1179.73,1276.13,13.7657
2017-10-31,2.3793,2575.26,6248.56,1180.83,1269.91,13.7657
2017-11-01,2.3721,2579.36,6248.65,1181.91,1281.95,13.7657
2017-11-02,2.345,2579.85,6236.39,1179.92,1275.3,13.7657
2017-11-03,2.3325,2587.84,6295.58,1183.41,1281.36,13.7657
2017-11-06,2.3163,2591.13,6313.61,1179.92,1285.07,13.7636
2017-11-07,2.3145,2590.64,6320.78,1183.05,1275.07,13.7636
2017-11-08,2.3343,2594.38,6345.81,1181.79,1278.31,13.7636
2017-11-09,2.3416,2584.62,6312.21,1178.16,1280.25,13.7636
2017-11-10,2.3984,2582.3,6309.07,1178.29,1278.14,13.7636
2017-11-13,2.4055,2584.84,6316.18,1179.97,1278.58,13.7721
2017-11-14,2.3717,2578.87,6293.64,1174.94,1292.42,13.7721
2017-11-15,2.3222,2564.62,6258.36,1174.24,1276.92,13.7721
2017-11-16,2.3753,2585.64,6339.14,1174.09,1280.61,13.7721
2017-11-17,2.3435,2578.85,6314.51,1169.84,1292.12,13.7721
2017-11-20,2.3666,2582.14,6308.61,1174.5,1291.47,13.7779
2017-11-21,2.3559,2599.03,6378.63,1171.6,1288.37,13.7779
2017-11-22,2.3187,2597.08,6386.12,1162.97,1294.52,13.7779
2017-11-23,2.3187,2597.08,6386.12,1161.6,1293.98,13.7779
2017-11-24,2.3418,2602.42,6409.29,1159.33,1283.64,13.7779
2017-11-27,2.3277,2601.42,6405.97,1160.71,1275.01,13.8137
2017-11-28,2.3277,2627.04,6422.56,1162.97,1280.62,13.8137
2017-11-29,2.3882,2626.07,6311.38,1163.44,1276.18,13.8137
2017-11-30,2.4097,2647.58,6365.56,1163.55,1265.77,13.8137
2017-12-01,2.3615,2642.22,6337.87,1160.16,1263.37,13.8137
2017-12-04,2.3723,2639.44,6263.7,1162.83,1247.22,13.8138
2017-12-05,2.3509,2629.57,6265.11,1165.01,1248.49,13.8138
2017-12-06,2.3385,2629.27,6293.05,1168.17,1242.02,13.8138
2017-12-07,2.3634,2636.98,6316.28,1171.53,1244.49,13.8138
2017-12-08,2.376,2651.5,6344.57,1173.3,1255.5,13.8138
2017-12-11,2.3886,2659.99,6393.89,1173.74,1252.96,13.8432
2017-12-12,2.4011,2664.11,6383.65,1175.64,1256.44,13.8432
2017-12-13,2.3422,2662.85,6394.67,1167.63,1262.26,13.8432
2017-12-14,2.3493,2652.01,6389.91,1167.95,1261.7,13.8432
2017-12-15,2.353,2675.81,6466.32,1172.1,1265.57,13.8432
2017-12-18,2.3942,2690.16,6513.27,1169.81,1266.6,13.8515
2017-12-19,2.4644,2681.47,6480.67,1169.2,1274.16,13.8515
2017-12-20,2.497,2679.25,6472.48,1168.53,1283.1,13.8515
2017-12-21,2.4826,2684.57,6472.69,1168.53,1287.18,13.8515
2017-12-22,2.481,2683.34,6465.17,1170.48,1295.04,13.8515
2017-12-25,2.481,2683.34,6465.17,1170.48,1295.04,13.839
2017-12-26,2.4756,2680.5,6433.16,1170.26,1302.8,13.839
2017-12-27,2.4107,2682.62,6435.15,1167.21,1317.56,13.839
2017-12-28,2.4305,2687.54,6441.42,1163.11,1313.21,13.839
2017-12-29,2.4054,2673.61,6396.42,1159.44,1323.01,13.839
2018-01-01,2.4054,2673.61,6396.42,1159.44,1323.01,13.8277
2018-01-02,2.4633,2695.81,6511.34,1153.44,1319.59,13.8277
2018-01-03,2.4471,2713.06,6575.8,1155.78,1320.4,13.8277
2018-01-04,2.4525,2723.99,6584.58,1153.09,1312.85,13.8277
2018-01-05,2.4763,2743.15,6653.29,1152.76,1316.89,13.8277
2018-01-08,2.48,2747.71,6676.63,1155.91,1322.44,13.826
2018-01-09,2.553,2751.29,6677.94,1157.9,1337.64,13.826
2018-01-10,2.5568,2748.23,6662.66,1155.72,1339.99,13.826
2018-01-11,2.5367,2767.56,6708.49,1151.89,1338.41,13.826
2018-01-12,2.5462,2786.24,6758.54,1141.92,1326.84,13.826
2018-01-15,2.5462,2786.24,6758.54,1135.36,1327.03,13.8423
2018-01-16,2.5371,2776.42,6737.14,1135.25,1331.84,13.8423
2018-01-17,2.5904,2802.56,6810.28,1137.05,1333.92,13.8423
2018-01-18,2.6256,2798.03,6811.38,1135.12,1341.21,13.8423
2018-01-19,2.6592,2810.3,6834.33,1136.03,1358.46,13.8423
2018-01-22,2.65,2832.97,6906.28,1134.1,1348.26,13.8525
2018-01-23,2.6131,2839.13,6963.46,1131.94,1349.12,13.8525
2018-01-24,2.6465,2837.54,6919.35,1120.38,1340.33,13.8525
2018-01-25,2.617,2839.25,6916.3,1121.92,1338.59,13.8525
2018-01-26,2.6599,2872.87,7022.97,1118.63,1345.14,13.8525
2018-01-29,2.6936,2853.53,6988.32,1121.99,1348.79,13.8582
2018-01-30,2.7199,2822.43,6930.73,1121.62,1333.39,13.8582
2018-01-31,2.705,2823.81,6949.99,1119.67,1339.67,13.8582
2018-02-01,2.7896,2821.98,6901.5,1114.61,1324.16,13.8582
2018-02-02,2.8411,2762.13,6760.29,1124.15,1318.39,13.8582
2018-02-05,2.7056,2648.94,6495.92,1127.99,1318.76,13.8676
2018-02-06,2.8016,2695.14,6665.98,1127.8,1316.65,13.8676
2018-02-07,2.8359,2681.66,6582.02,1134.6,1322.7,13.8676
2018-02-08,2.824,2581,6306.1,1135.21,1329.55,13.8676
2018-02-09,2.8512,2619.55,6412.68,1134.01,1350.73,13.8676
2018-02-12,2.8585,2656,6523.85,1131.23,1353.67,13.8589
2018-02-13,2.8294,2662.94,6553.86,1127.12,1346.96,13.8589
2018-02-14,2.9022,2698.63,6675.03,1118.44,1346.46,13.8589
2018-02-15,2.9095,2731.2,6794.92,1113.35,1329.19,13.8589
2018-02-16,2.8749,2732.22,6770.66,1118.81,1324.63,13.8589
2018-02-19,2.8749,2732.22,6770.66,1119.65,1332.05,13.856
2018-02-20,2.8896,2716.26,6779.7,1126.07,1328.71,13.856
2018-02-21,2.95,2701.33,6759.26,1130.71,1333.68,13.856
2018-02-22,2.9207,2703.96,6761.85,1126.42,1318.36,13.856
2018-02-23,2.866,2747.3,6896.6,1126.34,1318.31,13.856
2018-02-26,2.8623,2779.6,6989.1,1126.46,1317.03,13.8888
2018-02-27,2.8934,2744.28,6900.35,1133.25,1322.75,13.8888
2018-02-28,2.8606,2713.83,6854.42,1135.52,1320.11,13.8888
2018-03-01,2.8078,2677.67,6750.54,1132.56,1334.56,13.8888
2018-03-02,2.8643,2691.25,6811.04,1129.23,1325.57,13.8888
2018-03-05,2.8808,2720.94,6881.28,1130.41,1321.99,13.9201
2018-03-06,2.8863,2728.12,6913.02,1125.81,1323.93,13.9201
2018-03-07,2.8827,2726.8,6929.39,1125.31,1323.1,13.9201
2018-03-08,2.8571,2738.97,6966.43,1129.94,1326.51,13.9201
2018-03-09,2.8938,2786.57,7101.18,1129.31,1324.85,13.9201
2018-03-12,2.8681,2783.02,7131.12,1126.26,1316.1,13.9309
2018-03-13,2.8426,2765.31,7046.51,1126.55,1314.24,13.9309
2018-03-14,2.817,2749.48,7040.98,1125.56,1316.85,13.9309
2018-03-15,2.828,2747.33,7030.97,1130.79,1311.31,13.9309
2018-03-16,2.8445,2752.01,7019.95,1131.94,1332.24,13.9309
2018-03-19,2.8555,2712.92,6864.88,1129.68,1329.03,13.9161
2018-03-20,2.8959,2716.94,6885.92,1134.34,1347.33,13.9161
2018-03-21,2.883,2711.93,6853.45,1123.68,1353.5,13.9161
2018-03-22,2.8244,2643.69,6682.26,1126.2,1345.05,13.9161
2018-03-23,2.8135,2588.26,6508.09,1122.38,1325.01,13.9161
2018-03-26,2.852,2658.55,6753.83,1117.8,1325.5,13.9522
2018-03-27,2.7753,2612.62,6529.84,1121.44,1325.48,13.9522
2018-03-28,2.7807,2605,6460.81,1128.06,1341.29,13.9522
2018-03-29,2.7389,2640.87,6581.13,1125.59,1332.74,13.9522
2018-03-30,2.7389,2640.87,6581.13,1124.77,1333.19,13.9522
2018-04-02,2.7298,2581.88,6390.84,1125.43,1326.57,13.958
2018-04-03,2.7753,2614.45,6458.83,1126.36,1333.03,13.958
2018-04-04,2.8027,2644.69,6560.06,1124.61,1336.35,13.958
2018-04-05,2.832,2662.84,6594.84,1129.16,1339.64,13.958
2018-04-06,2.7735,2604.47,6433.21,1126.7,1353.38,13.958
2018-04-09,2.779,2613.16,6472.34,1124.34,1334.94,13.9459
2018-04-10,2.8009,2656.87,6615.87,1121.51,1346.2,13.9459
2018-04-11,2.7808,2642.19,6583.44,1120.56,1345.93,13.9459
2018-04-12,2.8358,2663.99,6656.26,1122.03,1347.52,13.9459
2018-04-13,2.8267,2656.3,6628.34,1121.14,1349.41,13.9459
2018-04-16,2.8267,2677.84,6675.18,1118.01,1345.53,13.955
2018-04-17,2.8285,2706.39,6816.37,1118.66,1336.36,13.955
2018-04-18,2.8728,2708.64,6833.21,1120.66,1324.83,13.955
2018-04-19,2.9098,2693.13,6774.89,1125.92,1330.35,13.955
2018-04-20,2.9602,2670.14,6667.75,1131.42,1323.13,13.955
2018-04-23,2.9752,2670.29,6648.8,1140.75,1316.8,13.9698
2018-04-24,2.9995,2634.56,6509.05,1138.61,1324,13.9698
2018-04-25,3.0259,2639.4,6513.94,1143.17,1315.39,13.9698
2018-04-26,2.9809,2666.94,6649.65,1145.58,1303.85,13.9698
2018-04-27,2.9568,2669.91,6656.35,1143.15,1304.96,13.9698
2018-04-30,2.9531,2648.05,6605.57,1146.73,1312.06,13.9609
2018-05-01,2.9644,2654.8,6681.96,1154.15,1314.5,13.9609
2018-05-02,2.9663,2635.67,6644.48,1157.61,1314.21,13.9609
2018-05-03,2.9458,2629.73,6643.48,1154.05,1314.63,13.9609
2018-05-04,2.9497,2663.42,6769.12,1156.45,1312.72,13.9609
2018-05-07,2.9497,2672.63,6821.87,1159.25,1321.6,13.977
2018-05-08,2.976,2671.92,6815.48,1163.14,1319.3,13.977
2018-05-09,3.0042,2697.79,6893.21,1163.85,1313.5,13.977
2018-05-10,2.9622,2723.07,6963.55,1156.47,1290.53,13.977
